Company;Employees;City;Foundation;Rating;Private;Easy apply;Sector;Job Skills;Street Address;Nif;Men; Women 
It Smart Group;703;Ternitz;17/11/12;4.38;true;false;Finance;Time Management:Adaptability:Adaptability;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Coca-Cola Company;554;Caxias do Sul;28/11/17;0.89;true;false;Media;Teamwork:Time Management:Time Management;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Global Print;589;Berlin;13/10/13;0.59;false;true;Information_Technology;Self-motivation:Conflict Resolution:Teamwork;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Mars;216;Santa Rosa de Cabal;15/6/18;0.2;true;true;Tourism;Work Under Pressure:Leadership:Conflict Resolution;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Erickson;177;San Rafael;16/4/20;4.72;false;true;Consumer_Services;Decision Making:Adaptability:Communication;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Biolife Grup;972;Alto del Carmen;19/9/08;3.44;false;false;Finance;Conflict Resolution:Leadership:Teamwork;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Demaco;542;Margate;9/1/22;2.65;false;false;Media;Leadership:Leadership:Communication;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Demaco;253;Vienna;13/12/04;2.87;false;false;Information_Technology;Communication:Self-motivation:Work Under Pressure;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Metro Cash&Carry;359;Knittelfeld;28/8/08;4.89;true;false;Tourism;Decision Making:Time Management:Conflict Resolution;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Leadertech Consulting;864;Barranca;26/8/09;0.53;true;false;Consumer_Services;Decision Making:Adaptability:Teamwork;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
ENEL;175;Bredene;11/6/10;2.61;true;false;Finance;Adaptability:Learning:Communication;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
UPC;833;Belfast;13/1/21;2.33;false;true;Media;Teamwork:Leadership:Self-motivation;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Demaco;847;Tiel;26/12/12;1.84;false;false;Information_Technology;Learning:Conflict Resolution:Decision Making;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Erickson;515;London;9/8/11;3.1;true;false;Tourism;Leadership:Decision Making:Adaptability;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Coca-Cola Company;777;Canberra;28/2/04;0.92;false;true;Consumer_Services;Leadership:Communication:Adaptability;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
DynCorp;735;Ceuta;10/7/21;5.0;false;false;Finance;Communication:Work Under Pressure:Work Under Pressure;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Facebook;492;Huesca;18/6/22;2.29;true;true;Media;Adaptability:Communication:Time Management;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Areon Impex;580;Tibet;8/12/06;2.31;false;false;Information_Technology;Teamwork:Leadership:Work Under Pressure;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
ExxonMobil;277;London;20/10/18;1.95;false;false;Tourism;Learning:Decision Making:Self-motivation;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Telekom;304;Morrinsville;18/4/15;4.21;false;false;Consumer_Services;Learning:Self-motivation:Teamwork;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Telekom;386;Dublin;29/12/18;2.09;true;true;Finance;Adaptability:Leadership:Conflict Resolution;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Facebook;799;London;23/6/20;0.89;false;true;Media;Teamwork:Work Under Pressure:Teamwork;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Leadertech Consulting;442;Jilin;26/10/06;1.71;true;false;Information_Technology;Learning:Decision Making:Teamwork;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
21st Century Fox;799;Berlin;31/7/21;4.11;false;false;Tourism;Time Management:Communication:Self-motivation;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
21st Century Fox;543;Nieuwegein;22/11/15;0.49;false;true;Consumer_Services;Self-motivation:Teamwork:Time Management;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Amazon.com;579;Palencia;31/5/22;1.86;false;false;Finance;Communication:Leadership:Leadership;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Comodo;622;Dublin;12/3/09;0.36;false;true;Media;Work Under Pressure:Adaptability:Teamwork;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
AECOM;268;Talence;17/4/14;4.68;true;false;Information_Technology;Time Management:Communication:Time Management;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Demaco;527;Guangdong;25/11/12;2.94;false;false;Tourism;Leadership:Adaptability:Leadership;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Amazon.com;882;Mandurah;7/10/22;4.45;false;true;Consumer_Services;Self-motivation:Time Management:Conflict Resolution;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Vodafone;950;San Antonio;30/9/18;3.86;true;false;Finance;Teamwork:Teamwork:Adaptability;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Global Print;71;Bournemouth;7/1/11;4.41;true;false;Media;Self-motivation:Adaptability:Learning;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Metro Cash&Carry;803;Alajuela;15/12/21;2.69;true;false;Information_Technology;Communication:Leadership:Decision Making;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
CarMax;876;New Haven;6/7/06;2.65;true;false;Tourism;Leadership:Adaptability:Communication;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Zepter;933;Kincardine;19/1/23;0.55;false;false;Consumer_Services;Teamwork:Communication:Teamwork;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Erickson;382;Miramichi;29/8/13;2.38;true;true;Finance;Learning:Decision Making:Leadership;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
CarMax;243;Chongqing;8/3/06;4.4;true;true;Media;Leadership:Teamwork:Communication;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Leadertech Consulting;811;Florencia;28/7/09;1.65;false;false;Information_Technology;Communication:Decision Making:Self-motivation;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Carrefour;624;Gravelbourg;5/8/17;1.95;false;false;Tourism;Teamwork:Learning:Work Under Pressure;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Biolife Grup;165;Barranca;6/8/21;1.34;true;true;Consumer_Services;Teamwork:Work Under Pressure:Time Management;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
ExxonMobil;616;Santa Fiora;12/3/06;3.99;true;true;Finance;Time Management:Time Management:Time Management;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Comcast;711;Yunnan;24/1/08;4.94;true;true;Media;Learning:Work Under Pressure:Communication;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
BuzzFeed;728;Rome;5/7/16;1.5;true;true;Information_Technology;Self-motivation:Teamwork:Teamwork;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
CarMax;909;Cartagena;26/10/18;4.65;false;true;Tourism;Self-motivation:Teamwork:Teamwork;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Carrefour;522;Winterswijk;25/8/04;3.5;true;false;Consumer_Services;Conflict Resolution:Time Management:Teamwork;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Demaco;511;Heredia;25/9/17;3.13;true;false;Finance;Conflict Resolution:Work Under Pressure:Adaptability;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
It Smart Group;598;Oevel;5/5/12;2.54;true;false;Media;Time Management:Work Under Pressure:Conflict Resolution;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
UPC;620;Montese;24/12/09;3.11;true;false;Information_Technology;Teamwork:Decision Making:Work Under Pressure;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Leadertech Consulting;439;Patos;4/8/12;1.04;true;true;Tourism;Communication:Conflict Resolution:Self-motivation;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
ExxonMobil;407;Rome;4/2/05;3.37;true;true;Consumer_Services;Decision Making:Self-motivation:Time Management;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
ENEL;306;Mariakerke;26/4/11;2.77;true;true;Finance;Communication:Decision Making:Communication;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Areon Impex;688;Lelystad;26/5/12;1.36;false;true;Media;Time Management:Communication:Communication;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Leadertech Consulting;81;Stirling;16/12/20;3.06;true;true;Information_Technology;Conflict Resolution:Conflict Resolution:Decision Making;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
ENEL;161;Jerez de la Frontera;12/9/14;2.18;false;false;Tourism;Self-motivation:Time Management:Decision Making;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Mars;609;Inverness;14/7/17;4.42;false;false;Consumer_Services;Learning:Conflict Resolution:Adaptability;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Apple Inc.;191;Berlin;7/8/14;2.49;false;true;Finance;Decision Making:Conflict Resolution:Time Management;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Team Guard SRL;342;Balclutha;16/5/09;4.51;false;false;Media;Conflict Resolution:Communication:Decision Making;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
AECOM;422;Greater Hobart;25/12/21;3.41;true;false;Information_Technology;Work Under Pressure:Leadership:Teamwork;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Mars;528;Puntarenas;18/4/14;1.2;true;false;Tourism;Leadership:Work Under Pressure:Learning;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Telekom;566;Winnipeg;21/7/22;4.85;false;false;Consumer_Services;Work Under Pressure:Work Under Pressure:Leadership;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Biolife Grup;834;Onoz;14/9/16;4.63;false;false;Finance;Work Under Pressure:Adaptability:Decision Making;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Areon Impex;793;Santander;27/7/07;1.16;true;false;Media;Learning:Leadership:Decision Making;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
ExxonMobil;735;Salamanca;9/5/04;2.45;false;false;Information_Technology;Self-motivation:Teamwork:Communication;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Vodafone;63;Redcliffe;30/7/14;0.86;false;true;Tourism;Self-motivation:Teamwork:Leadership;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Comcast;174;Placanica;20/12/14;0.21;true;true;Consumer_Services;Self-motivation:Learning:Leadership;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Comodo;724;San Vicente;2/10/18;2.42;false;true;Finance;Leadership:Time Management:Work Under Pressure;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
AECOM;960;Dublin;16/11/11;0.35;false;true;Media;Work Under Pressure:Work Under Pressure:Teamwork;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Mars;740;Arica;25/1/17;2.74;false;true;Information_Technology;Work Under Pressure:Work Under Pressure:Learning;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Facebook;631;Limoges;9/12/08;1.87;true;true;Tourism;Communication:Self-motivation:Communication;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Demaco;973;Tocopilla;26/9/08;1.34;false;false;Consumer_Services;Communication:Self-motivation:Self-motivation;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Areon Impex;81;El Tabo;14/6/19;0.1;false;true;Finance;Adaptability:Time Management:Time Management;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Biolife Grup;304;Geneva;27/7/06;0.28;true;true;Media;Communication:Time Management:Conflict Resolution;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Team Guard SRL;515;London;10/6/16;3.99;true;true;Information_Technology;Adaptability:Teamwork:Decision Making;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
ExxonMobil;307;Alphen aan den Rijn;4/11/13;4.01;true;true;Tourism;Conflict Resolution:Work Under Pressure:Conflict Resolution;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
BuzzFeed;767;Vienna;6/3/10;4.76;false;false;Consumer_Services;Communication:Adaptability:Communication;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
ExxonMobil;154;Weiz;11/5/15;0.05;true;true;Finance;Learning:Communication:Work Under Pressure;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
UPC;827;Geneva;13/11/07;2.41;false;false;Information_Technology;Work Under Pressure:Teamwork:Adaptability;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Erickson;609;Kingston-on-Thames;22/8/13;1.59;false;true;Tourism;Decision Making:Adaptability:Teamwork;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Global Print;750;Geneva;7/5/19;2.03;true;false;Consumer_Services;Leadership:Adaptability:Leadership;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Comodo;951;Los Muermos;7/4/09;2.0;true;false;Finance;Leadership:Teamwork:Conflict Resolution;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Erickson;527;Limoges;6/7/17;4.57;true;true;Media;Adaptability:Learning:Communication;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
DynCorp;363;Höchst;22/5/08;2.11;false;false;Information_Technology;Work Under Pressure:Self-motivation:Leadership;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Boeing;554;Gifhorn;30/3/10;1.87;false;true;Tourism;Decision Making:Learning:Self-motivation;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
ExxonMobil;274;Guaitecas;19/5/20;3.03;false;true;Consumer_Services;Decision Making:Leadership:Time Management;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
CarMax;490;Machynlleth;9/2/09;1.81;false;false;Finance;Communication:Learning:Adaptability;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Amazon.com;751;Rio Marina;21/1/23;3.26;true;false;Media;Learning:Decision Making:Work Under Pressure;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Leadertech Consulting;146;Oosterhout;27/6/07;3.16;false;true;Information_Technology;Work Under Pressure:Adaptability:Learning;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Carrefour;578;Oxford;10/7/04;1.19;true;true;Tourism;Self-motivation:Self-motivation:Conflict Resolution;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
CarMax;506;Recife;18/11/13;3.31;false;false;Consumer_Services;Decision Making:Self-motivation:Time Management;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Coca-Cola Company;647;Rome;25/7/21;0.58;false;true;Finance;Work Under Pressure:Leadership:Time Management;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Demaco;367;Belfast;14/8/07;4.19;false;true;Media;Self-motivation:Work Under Pressure:Adaptability;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Mars;989;Putignano;27/12/11;4.13;false;false;Information_Technology;Work Under Pressure:Self-motivation:Conflict Resolution;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
21st Century Fox;213;Erlangen;19/11/15;2.28;false;true;Tourism;Communication:Decision Making:Decision Making;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
ENEL;628;Brive-la-Gaillarde;2/7/18;0.89;false;false;Consumer_Services;Learning:Work Under Pressure:Leadership;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Apple Inc.;422;Tirrases;3/9/19;3.95;true;true;Finance;Communication:Communication:Work Under Pressure;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Vodafone;477;Ulloa (Barrial];18/8/21;0.23;true;true;Media;Learning:Leadership:Time Management;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
ENEL;382;San Pablo;29/4/12;4.44;true;false;Information_Technology;Teamwork:Teamwork:Self-motivation;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
CarMax;104;Spijkenisse;14/4/07;2.11;true;false;Tourism;Communication:Communication:Work Under Pressure;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Areon Impex;387;Gaasbeek;2/12/12;2.42;false;true;Consumer_Services;Decision Making:Self-motivation:Time Management;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Erickson;960;North Battleford;30/11/22;4.27;false;true;Finance;Time Management:Decision Making:Teamwork;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
AECOM;322;Oxford;23/11/10;1.86;true;false;Media;Decision Making:Self-motivation:Adaptability;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Metro Cash&Carry;524;Fuenlabrada;24/11/14;2.58;true;false;Information_Technology;Time Management:Teamwork:Learning;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Coca-Cola Company;451;Oxford;27/12/10;4.95;false;false;Tourism;Time Management:Self-motivation:Conflict Resolution;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
BuzzFeed;771;Liaoning;1/4/15;2.03;true;false;Consumer_Services;Decision Making:Teamwork:Teamwork;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Facebook;116;California;21/6/09;0.41;false;true;Finance;Communication:Conflict Resolution:Learning;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
BuzzFeed;213;Bremerhaven;3/4/11;1.66;true;true;Media;Adaptability:Leadership:Learning;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
ExxonMobil;511;Milnathort;1/7/15;0.36;false;true;Information_Technology;Time Management:Leadership:Decision Making;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Telekom;249;Santa Juana;25/2/12;3.86;false;true;Tourism;Teamwork:Work Under Pressure:Learning;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Danone;774;Pachuca;4/10/13;4.78;false;true;Consumer_Services;Leadership:Learning:Decision Making;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
ENEL;223;Waterbury;26/12/13;1.39;true;false;Finance;Learning:Decision Making:Adaptability;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Areon Impex;398;Tumba;19/3/13;4.2;true;false;Media;Work Under Pressure:Self-motivation:Adaptability;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Team Guard SRL;703;California;3/1/16;0.52;false;false;Information_Technology;Self-motivation:Time Management:Learning;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Mars;339;Hamburg;30/7/17;4.96;true;false;Tourism;Adaptability:Self-motivation:Communication;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Mars;127;Landeck;17/1/08;1.38;false;false;Consumer_Services;Self-motivation:Self-motivation:Conflict Resolution;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Apple Inc.;649;Canberra;30/4/05;1.52;true;true;Finance;Leadership:Self-motivation:Teamwork;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
BuzzFeed;666;Taupo;4/6/08;2.84;false;true;Media;Conflict Resolution:Teamwork:Time Management;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
ENEL;589;Canberra;31/8/21;2.28;false;false;Information_Technology;Self-motivation:Communication:Communication;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Areon Impex;441;Leoben;16/8/05;0.07;true;true;Tourism;Self-motivation:Adaptability:Learning;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Metro Cash&Carry;873;Timon;19/9/21;2.58;true;true;Consumer_Services;Decision Making:Decision Making:Time Management;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
ENEL;197;California;26/2/11;1.48;true;true;Finance;Work Under Pressure:Conflict Resolution:Time Management;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Mars;310;Motala;5/2/23;4.54;true;true;Media;Time Management:Decision Making:Adaptability;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Carrefour;957;California;15/2/15;4.74;false;true;Information_Technology;Self-motivation:Self-motivation:Decision Making;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Coca-Cola Company;312;Oaxaca;20/2/13;2.57;false;true;Tourism;Work Under Pressure:Work Under Pressure:Work Under Pressure;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Danone;544;Whitehorse;18/4/20;0.37;true;false;Consumer_Services;Adaptability:Adaptability:Self-motivation;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Mars;159;Alness;10/12/11;3.72;true;true;Finance;Work Under Pressure:Leadership:Conflict Resolution;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
CarMax;635;Ternat;12/11/10;4.2;true;false;Media;Work Under Pressure:Work Under Pressure:Communication;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
ENEL;344;Vlimmeren;21/12/13;3.36;true;true;Information_Technology;Learning:Self-motivation:Learning;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
DynCorp;263;California;23/4/14;3.71;true;true;Tourism;Time Management:Conflict Resolution:Leadership;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Carrefour;155;New York;3/9/16;0.24;true;false;Consumer_Services;Conflict Resolution:Communication:Self-motivation;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
It Smart Group;112;Chicago;29/12/05;2.25;true;true;Finance;Work Under Pressure:Adaptability:Communication;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
DynCorp;356;Korbach;16/4/21;4.0;false;true;Media;Decision Making:Leadership:Teamwork;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Mars;252;Auckland;6/5/15;0.57;false;true;Information_Technology;Conflict Resolution:Work Under Pressure:Adaptability;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Biolife Grup;933;California;10/12/16;1.0;false;true;Tourism;Self-motivation:Self-motivation:Teamwork;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Comodo;831;Guizhou;12/2/11;4.14;false;true;Consumer_Services;Self-motivation:Time Management:Leadership;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Biolife Grup;254;Chicago;14/2/05;3.33;false;false;Finance;Teamwork:Self-motivation:Learning;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Danone;221;Épernay;23/12/07;0.31;false;true;Media;Time Management:Conflict Resolution:Work Under Pressure;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Amazon.com;281;Cartago;2/9/09;2.94;true;true;Information_Technology;Conflict Resolution:Conflict Resolution:Conflict Resolution;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
UPC;551;Orange;27/10/08;4.14;false;true;Tourism;Communication:Conflict Resolution:Leadership;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Areon Impex;650;Dole;5/10/10;0.24;false;false;Consumer_Services;Decision Making:Adaptability:Work Under Pressure;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Carrefour;265;Itapipoca;13/7/05;2.31;true;true;Finance;Teamwork:Teamwork:Leadership;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Amazon.com;983;Heredia;18/11/22;2.68;false;false;Media;Work Under Pressure:Adaptability:Time Management;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Metro Cash&Carry;415;Freiburg;14/8/18;2.93;false;true;Information_Technology;Self-motivation:Self-motivation:Teamwork;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
CarMax;301;Dunedin;15/2/16;1.8;false;true;Tourism;Conflict Resolution:Leadership:Communication;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Demaco;227;Saint John;20/12/13;0.0;true;true;Consumer_Services;Self-motivation:Communication:Learning;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Metro Cash&Carry;988;Albury;1/8/07;2.77;false;true;Finance;Communication:Time Management:Work Under Pressure;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Vodafone;831;Louvain-la-Neuve;29/12/15;1.99;false;true;Media;Leadership:Work Under Pressure:Adaptability;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Zepter;64;Zaragoza;11/10/05;0.12;true;false;Information_Technology;Work Under Pressure:Work Under Pressure:Conflict Resolution;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
BuzzFeed;690;Darwin;20/11/08;4.12;false;false;Tourism;Conflict Resolution:Learning:Decision Making;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Demaco;962;Cassano Spinola;6/6/13;4.95;true;false;Consumer_Services;Conflict Resolution:Adaptability:Self-motivation;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
21st Century Fox;119;Jiangxi;18/3/22;1.42;false;true;Finance;Work Under Pressure:Learning:Time Management;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Telekom;862;Puntarenas;18/8/15;4.21;true;false;Media;Learning:Self-motivation:Conflict Resolution;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Global Print;429;San Giovanni in Galdo;14/5/17;2.91;false;true;Information_Technology;Time Management:Conflict Resolution:Time Management;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Comcast;528;Abingdon;29/2/20;3.28;true;true;Tourism;Communication:Communication:Adaptability;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Facebook;922;Avesta;23/10/11;2.51;true;true;Consumer_Services;Communication:Leadership:Self-motivation;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Biolife Grup;79;Lauro de Freitas;3/2/18;0.73;false;true;Finance;Self-motivation:Adaptability:Communication;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Leadertech Consulting;627;Berlin;2/2/21;3.68;false;false;Media;Communication:Adaptability:Teamwork;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
21st Century Fox;1000;Baracaldo;28/1/10;3.65;false;true;Information_Technology;Learning:Learning:Learning;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Carrefour;425;Futrono;10/4/22;2.81;false;false;Tourism;Time Management:Leadership:Adaptability;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
21st Century Fox;984;Independencia;19/10/05;4.88;false;false;Consumer_Services;Decision Making:Learning:Time Management;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Zepter;263;Ningxia;19/8/04;4.66;false;false;Finance;Communication:Work Under Pressure:Decision Making;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
